candidate,baseline,metric,cluster_id_30,global_mae_candidate,global_mae_baseline,global_mae_diff,shell_mae_candidate,shell_mae_baseline,shell_mae_diff,perturbed_auprc_candidate,perturbed_auprc_baseline,perturbed_auprc_diff,derived_radius_mae_candidate,derived_radius_mae_baseline,derived_radius_mae_diff,derived_class_macro_f1_candidate,derived_class_macro_f1_baseline,derived_class_macro_f1_diff
base_v5,zero_response,global_mae,1ct1_E,0.2773535816057411,0.47069559035232306,-0.19334200874658197,,,,,,,,,,,,
base_v5,zero_response,global_mae,1gyr_C,0.3646523220836434,0.5917014396892718,-0.2270491176056284,,,,,,,,,,,,
base_v5,zero_response,global_mae,1h7x_D,0.18513522668236604,0.29857426096102685,-0.11343903427866081,,,,,,,,,,,,
base_v5,zero_response,global_mae,1ild_A,0.15970983367833647,0.24092630123002054,-0.08121646755168407,,,,,,,,,,,,
base_v5,zero_response,global_mae,1jll_E,0.22554619104010712,0.4749467782214554,-0.2494005871813483,,,,,,,,,,,,
base_v5,zero_response,global_mae,1me5_B,0.2598359432817941,0.4821270910667719,-0.22229114778497777,,,,,,,,,,,,
base_v5,zero_response,global_mae,1mjy_A,0.39436258041871747,0.5842136343130678,-0.18985105389435036,,,,,,,,,,,,
base_v5,zero_response,global_mae,1u5o_A,0.3115856679339157,0.5244810037639105,-0.21289533582999481,,,,,,,,,,,,
base_v5,zero_response,global_mae,1vyd_B,0.14097670481363633,0.23811524612267085,-0.09713854130903452,,,,,,,,,,,,
base_v5,zero_response,global_mae,1vzi_B,0.18632298683961854,0.22607778405407442,-0.03975479721445588,,,,,,,,,,,,
base_v5,zero_response,global_mae,1y39_A,0.2109787290462771,0.24596405578022068,-0.034985326733943584,,,,,,,,,,,,
base_v5,zero_response,global_mae,1z73_A,0.06641552078324449,0.1454163810900266,-0.07900086030678212,,,,,,,,,,,,
base_v5,zero_response,global_mae,1z8u_A,0.2822472388493932,0.5522233519340969,-0.2699761130847037,,,,,,,,,,,,
base_v5,zero_response,global_mae,2a6x_B,0.16920783346068097,0.24320817518486007,-0.0740003417241791,,,,,,,,,,,,
base_v5,zero_response,global_mae,2awi_L,0.2255493866764519,0.47304202545791457,-0.24749263878146266,,,,,,,,,,,,
base_v5,zero_response,global_mae,2bek_D,0.17516712583325134,0.39353199786459947,-0.21836487203134813,,,,,,,,,,,,
base_v5,zero_response,global_mae,2d5g_D,0.27948298327714566,0.5660794755241957,-0.28659649224705,,,,,,,,,,,,
base_v5,zero_response,global_mae,2eyp_A,0.19452737293423103,0.26942808151399616,-0.07490070857976514,,,,,,,,,,,,
base_v5,zero_response,global_mae,2hlp_A,0.31801972003764456,0.5098075126340319,-0.19178779259638734,,,,,,,,,,,,
base_v5,zero_response,global_mae,2o94_B,0.2224696957410368,0.3885220028665465,-0.16605230712550967,,,,,,,,,,,,
base_v5,zero_response,global_mae,2ouv_B,0.19517570462503883,0.39044671237937717,-0.19527100775433834,,,,,,,,,,,,
base_v5,zero_response,global_mae,2pp3_B,0.11384525143993303,0.1585987464476864,-0.04475349500775337,,,,,,,,,,,,
base_v5,zero_response,global_mae,2xhn_B,0.13406192656518437,0.07095957670624797,0.0631023498589364,,,,,,,,,,,,
base_v5,zero_response,global_mae,2ygp_A,0.2289951940109932,0.193251080152675,0.03574411385831819,,,,,,,,,,,,
base_v5,zero_response,global_mae,3a9w_A,0.1395984046544669,0.20201612918046588,-0.062417724525998974,,,,,,,,,,,,
base_v5,zero_response,global_mae,3ax3_A,0.666376341360085,1.064634849703071,-0.39825850834298615,,,,,,,,,,,,
base_v5,zero_response,global_mae,3b8t_A,0.12208701594584816,0.1632900983394355,-0.041203082393587345,,,,,,,,,,,,
base_v5,zero_response,global_mae,3cfh_B,0.12510215774407757,0.1675874547235829,-0.042485296979505344,,,,,,,,,,,,
base_v5,zero_response,global_mae,3cyi_A,2.2016246515526396,2.57427188657758,-0.37264723502494057,,,,,,,,,,,,
base_v5,zero_response,global_mae,3dl5_C,0.22750206837714657,0.3623804074969996,-0.13487833911985306,,,,,,,,,,,,
base_v5,zero_response,global_mae,3e44_A,0.6680758691503252,0.8880354921667574,-0.21995962301643213,,,,,,,,,,,,
base_v5,zero_response,global_mae,3g7j_B,0.1579529561543645,0.2251235135253137,-0.06717055737094921,,,,,,,,,,,,
base_v5,zero_response,global_mae,3jtq_B,0.10887245888379313,0.20338847306271535,-0.09451601417892222,,,,,,,,,,,,
base_v5,zero_response,global_mae,3lze_A,0.37830967451245784,0.20341838786858446,0.17489128664387338,,,,,,,,,,,,
base_v5,zero_response,global_mae,3m0o_B,0.13532201675194958,0.20709256563521852,-0.07177054888326895,,,,,,,,,,,,
base_v5,zero_response,global_mae,3o98_B,0.14449740752614848,0.3235211462295223,-0.17902373870337385,,,,,,,,,,,,
base_v5,zero_response,global_mae,3pnv_A,0.607757563176388,0.8246955361522158,-0.21693797297582784,,,,,,,,,,,,
base_v5,zero_response,global_mae,3wfz_C,0.1075864451297589,0.22118155667724826,-0.11359511154748936,,,,,,,,,,,,
base_v5,zero_response,global_mae,3x2y_C,0.22677185228771413,0.3912493555406104,-0.16447750325289628,,,,,,,,,,,,
base_v5,zero_response,global_mae,3zwb_B,0.1983591088345334,0.4263042180283877,-0.2279451091938543,,,,,,,,,,,,
base_v5,zero_response,global_mae,4bl2_B,0.584999478793932,0.8375990435212186,-0.2525995647272866,,,,,,,,,,,,
base_v5,zero_response,global_mae,4cj8_I,0.3564385893049752,0.6254432051143269,-0.26900461580935175,,,,,,,,,,,,
base_v5,zero_response,global_mae,4cv1_E,0.37975315782082864,0.5754217349998573,-0.19566857717902864,,,,,,,,,,,,
base_v5,zero_response,global_mae,4dfx_E,0.2898443682722239,0.29977861275103773,-0.009934244478813858,,,,,,,,,,,,
base_v5,zero_response,global_mae,4f4m_D,0.20020841111311807,0.34281847640328084,-0.14261006529016276,,,,,,,,,,,,
base_v5,zero_response,global_mae,4gvr_C,0.3212424949851262,0.444292160296875,-0.12304966531174882,,,,,,,,,,,,
base_v5,zero_response,global_mae,4hgq_E,0.2732562752530427,0.23522842442702593,0.03802785082601676,,,,,,,,,,,,
base_v5,zero_response,global_mae,4ok4_B,0.23306438645586205,0.37410598161529424,-0.14104159515943218,,,,,,,,,,,,
base_v5,zero_response,global_mae,4p4h_A,0.38567433642481075,0.6845883444655052,-0.29891400804069446,,,,,,,,,,,,
base_v5,zero_response,global_mae,4wef_A,0.1732691669003636,0.3122008644190256,-0.13893169751866202,,,,,,,,,,,,
base_v5,zero_response,global_mae,4x88_A,0.14920851065491764,0.22269376131994975,-0.07348525066503211,,,,,,,,,,,,
base_v5,zero_response,global_mae,4xy5_A,0.11527890528195613,0.2575395621741627,-0.14226065689220657,,,,,,,,,,,,
base_v5,zero_response,global_mae,5hgv_C,0.23305079830615874,0.13157347841453082,0.10147731989162792,,,,,,,,,,,,
base_v5,zero_response,global_mae,5mdw_6,0.34166685526724905,0.6888241028646007,-0.34715724759735167,,,,,,,,,,,,
base_v5,zero_response,global_mae,5tnf_C,0.11320378969898846,0.22103292718377685,-0.10782913748478838,,,,,,,,,,,,
base_v5,zero_response,global_mae,5vec_B,0.14456858636836695,0.2763103825003283,-0.13174179613196135,,,,,,,,,,,,
base_v5,zero_response,global_mae,5xuh_A,0.5760296253363292,0.8298913893898328,-0.2538617640535036,,,,,,,,,,,,
base_v5,zero_response,global_mae,6a1v_A,0.22020014407853314,0.3205481253299635,-0.10034798125143038,,,,,,,,,,,,
base_v5,zero_response,global_mae,6bau_B,0.20071101557650584,0.2325360540660506,-0.031825038489544766,,,,,,,,,,,,
base_v5,zero_response,global_mae,6bl6_B,1.496539377481055,1.8023263590189267,-0.30578698153787176,,,,,,,,,,,,
base_v5,zero_response,global_mae,6e2j_A,0.35938112904256747,0.6654358023655749,-0.3060546733230074,,,,,,,,,,,,
base_v5,zero_response,global_mae,6ej6_A,0.12171006549640999,0.09048270098660342,0.031227364509806566,,,,,,,,,,,,
base_v5,zero_response,global_mae,6i7u_A,0.24966517722694784,0.39655204182390563,-0.1468868645969578,,,,,,,,,,,,
base_v5,zero_response,global_mae,6k0q_A,0.11887270909598079,0.10934010812120752,0.009532600974773264,,,,,,,,,,,,
base_v5,zero_response,global_mae,6l7d_A,0.3692663837677002,0.5667518786876222,-0.197485494919922,,,,,,,,,,,,
